"DataHora_GMT";"Bateria _Volts";"CorrPSol_Logico ";"DirVelVentoMax _oNV ";"DirVento _oNV ";"Pluvio_mm";"PressaoAtm_mB";"RadSolAcum _Mjm-2";"TempAr_oC ";"TempMax_oC";"TempMin_oC ";"UmidInt_perc";"UmidRel _perc";"VelVento10m_ms-1 ";"VelVentoMax_ms-1"
"2008-10-30 06:00:00";12.4;0;40;280;43.75;1011;0;22.5;31;21;15;100;0.3;3.7
"2008-10-30 03:00:00";12.4;0;80;60;43.75;1011;0;24;31;21;15;99;2.2;6.4
"2008-10-30 00:00:00";12.5;0;80;70;43.75;1012;0;24.5;31;21;15;99;2.5;6.5
"2008-10-29 21:00:00";12.5;0;90;80;43.75;1010;1.7;25.5;31;21;15;98;2.8;9
"2008-10-29 18:00:00";12.9;1;60;90;43.75;1010;7.8;27.5;31;21;20;98;3.6;8.9
"2008-10-29 15:00:00";12.7;1;70;90;43.75;1012;10.4;30;31;21;20;76;3;8.3
"2008-10-29 12:00:00";13;1;70;70;43.75;1014;5.5;28.5;30.5;21;20;92;3.4;7.4
"2008-10-29 09:00:00";12.4;1;70;80;43.75;1012;0.2;24;30.5;21;15;100;1;2.1
"2008-10-29 06:00:00";12.4;0;60;60;43.75;1011;0;22;30.5;19;15;100;0.6;4
"2008-10-29 03:00:00";12.4;0;90;70;43.75;1011;0;24;30.5;19;15;99;1.4;5.4
"2008-10-29 00:00:00";12.5;0;90;70;43.75;1012;0;24.5;30.5;19;15;99;2.6;5.7
"2008-10-28 21:00:00";12.5;0;80;70;43.75;1010;1.9;25;30.5;19;15;99;2.6;8.2
"2008-10-28 18:00:00";12.9;1;80;80;43.75;1009;8.8;29;30.5;19;20;91;2.6;9
"2008-10-28 15:00:00";12.7;1;50;80;43.75;1011;10.6;29;22.5;19;20;83;3.5;8.1
"2008-10-28 12:00:00";13;1;90;60;43.75;1012;4.2;28;29.5;19;20;84;3.6;6.7
"2008-10-28 09:00:00";"NA";"NA";"NA";60;43.75;1011;0.2;21;"NA";"NA";"NA";100;0.2;"NA"
"2008-10-28 06:00:00";12.4;0;40;50;43.75;1010;0;20.5;29.5;20.5;10;100;0.8;4.3
"2008-10-28 03:00:00";"NA";"NA";"NA";50;43.75;1011;0;24;"NA";"NA";"NA";98;2.4;"NA"
"2008-10-28 00:00:00";"NA";"NA";"NA";60;43.75;1012;0;24.5;"NA";"NA";"NA";98;3.8;"NA"
"2008-10-27 21:00:00";"NA";"NA";"NA";60;43.75;1010;2.3;25;"NA";"NA";"NA";98;3.7;"NA"
"2008-10-27 18:00:00";12.9;1;80;70;43.75;1010;8.7;28;29.5;20.5;20;86;4.5;9.7
"2008-10-27 15:00:00";13.3;1;80;80;43.75;1013;10.3;29.5;30.5;20.5;0;85;3.4;3
"2008-10-27 12:00:00";12.8;1;70;70;43.75;1014;5.6;28.5;31;20.5;20;84;3.5;7.7
"2008-10-27 09:00:00";12.4;1;80;30;43.75;1013;0.3;24.5;31;20.5;15;98;0.7;2.8
"2008-10-27 06:00:00";12.4;0;80;70;43.75;1012;0;23.5;31;23;15;98;1.7;4.5
"2008-10-27 03:00:00";12.5;0;50;70;43.75;1013;0;24;31;23;15;98;2.1;5.7
"2008-10-27 00:00:00";12.5;0;70;40;43.75;1014;0;25;31;23;15;98;3;7.1
"2008-10-26 21:00:00";12.9;0;90;90;43.75;1012;8.6;28.5;31;23;20;86;3.7;8.7
"2008-10-26 18:00:00";12.9;0;90;90;43.75;1012;8.6;28.5;31;23;20;86;3.7;8.7
"2008-10-26 15:00:00";"NA";"NA";"NA";100;43.75;1014;10.6;30.5;"NA";"NA";"NA";75;6;"NA"
"2008-10-26 12:00:00";12.9;1;70;90;43.75;1016;5.6;29.5;31;23;20;88;2.6;6.5
"2008-10-26 09:00:00";12.4;1;80;60;43.75;1014;0.2;25;31;23;15;98;1.6;4
"2008-10-26 06:00:00";12.4;0;60;70;43.75;1013;0;24;31;23.5;15;99;1.4;5.2
"2008-10-26 03:00:00";12.4;0;60;70;43.75;1013;0;24.5;31;24;15;98;2.4;6.2
"2008-10-26 00:00:00";12.4;0;80;70;43.75;1014;0;25;31;24;15;98;3.1;6.5
"2008-10-25 21:00:00";"NA";"NA";"NA";330;43.75;1013;2;25;"NA";"NA";"NA";98;2.6;"NA"
"2008-10-25 18:00:00";12.7;1;80;20;43.75;1015;10.4;30;31;24;20;76;2.3;7.6
"2008-10-25 15:00:00";12.7;1;80;20;43.75;1015;10.4;30;31;24;20;76;2.3;7.6
"2008-10-25 12:00:00";12.4;1;70;70;43.75;1015;0.2;25;31.5;24;15;98;3.5;6.2
"2008-10-25 09:00:00";"NA";"NA";"NA";70;43.75;1013;0;24;"NA";"NA";"NA";98;2;"NA"
"2008-10-25 06:00:00";12.4;0;70;70;43.75;1013;0;24;31.5;24;15;98;2;5.5
"2008-10-25 03:00:00";12.5;0;80;80;43.75;1014;0;24.5;31.5;24;15;98;2.7;5.9
"2008-10-25 00:00:00";12.5;0;70;80;43.75;1016;0;25;31.5;24;15;98;2.3;6.2
"2008-10-24 21:00:00";12.5;0;70;80;43.75;1015;2.1;25;31.5;24;15;98;2.5;7
"2008-10-24 18:00:00";12.9;1;70;110;43.75;1014;8.4;29;31.5;24;20;76;2.2;7.4
"2008-10-24 15:00:00";12.8;1;80;140;43.75;1017;9;30.5;31.5;24;20;72;2.5;6.9
"2008-10-24 12:00:00";12.9;1;70;90;43.75;1017;5.4;29.5;31;24;20;77;3.4;8.3
"2008-10-24 09:00:00";12.4;0;70;80;43.75;1015;0.1;24.5;31;24;15;98;2.3;5.7
"2008-10-24 06:00:00";12.4;0;80;80;43.75;1013;0;24.5;31;24;15;98;2.5;6
"2008-10-24 03:00:00";12.5;0;80;90;43.75;1014;0;24.5;31;23.5;15;98;1.7;6.1
"2008-10-24 00:00:00";12.5;0;70;20;43.75;1016;0;24.5;31;23.5;15;98;1.6;6.3
"2008-10-23 21:00:00";"NA";"NA";"NA";80;43.75;1014;1.7;25.5;"NA";"NA";"NA";98;2.4;"NA"
"2008-10-23 18:00:00";12.9;1;100;80;43.75;1013;7.9;28.5;31;23.5;20;89;2.8;"NA"
"2008-10-23 15:00:00";12.8;1;70;90;43.75;1015;9.4;29;31;23.5;20;80;3.8;7.8
"2008-10-23 12:00:00";12.9;1;80;90;43.75;1016;3.7;28.5;31;23.5;20;90;2.5;5.6
"2008-10-23 09:00:00";12.4;1;80;350;43.75;1015;0.1;25;31;23.5;15;98;1.6;5.4
"2008-10-23 06:00:00";12.4;0;150;70;43.75;1013;0;24;31;23.5;15;98;1.6;5.8
"2008-10-23 03:00:00";12.4;0;90;80;43.75;1014;0;24;31;23.5;15;98;0.8;4.7
"2008-10-23 00:00:00";12.5;0;90;120;43.75;1016;0;24.5;31;23.5;15;98;1.3;4.7
"2008-10-22 21:00:00";11.8;0;60;"NA";42.75;1015;0.7;25;31;23.5;0;98;7.6;1.2
"2008-10-22 18:00:00";12.9;1;70;140;43.75;1014;8.6;29;31;23.5;20;75;2;7.7
"2008-10-22 15:00:00";12.7;1;70;90;43.75;1016;9.7;30;30.5;23.5;20;74;3.1;8.5
"2008-10-22 12:00:00";13;1;80;90;43.75;1017;4.4;28;30;23;20;89;3.8;7
"2008-10-22 09:00:00";12.4;1;70;50;43.75;1015;0.2;24.5;30;23;15;99;1;4.8
"2008-10-22 06:00:00";12.4;0;90;330;43.75;1014;0;24;30;23;15;99;1.4;4.6
"2008-10-22 03:00:00";12.5;0;90;0;43.75;1016;0;24;30;23;15;99;0.9;5.3
"2008-10-22 00:00:00";12.5;0;140;100;43.75;1016;0;25;30;23;15;99;1.2;4.9
"2008-10-21 21:00:00";"NA";"NA";"NA";330;43.75;1015;1.2;24;"NA";"NA";"NA";99;1.1;"NA"
"2008-10-21 18:00:00";12.7;0;160;340;43.75;1014;7.2;23.5;30;23;15;100;2.2;9
"2008-10-21 15:00:00";12.8;1;70;130;43.5;1016;6.1;28.5;31.5;23;20;98;1.8;7.1
"2008-10-21 12:00:00";13;1;70;230;37.5;1017;1.8;29.5;31.5;23.5;20;80;2.2;"NA"
"2008-10-21 09:00:00";12.4;1;130;270;37.5;1016;0.1;24.5;31.5;23.5;15;98;1.3;4.3
"2008-10-21 06:00:00";12.4;0;120;340;37.5;1014;0;24;31.5;24;15;99;1;4
"2008-10-21 03:00:00";12.5;0;120;40;37.5;1016;0;24.5;31.5;23.5;15;99;1.1;4.6
"2008-10-21 00:00:00";12.5;0;100;300;37.5;1017;0;24.5;31.5;23.5;15;99;1;4.2
"2008-10-20 21:00:00";"NA";"NA";"NA";160;37.5;1015;2.1;25;"NA";"NA";"NA";98;1.3;"NA"
"2008-10-20 18:00:00";12.9;0;80;110;37.5;1015;8.5;30.5;31.5;23.5;20;78;1.7;7.8
"2008-10-20 15:00:00";12.8;1;80;90;37.5;1016;10;30;31.5;23.5;20;91;3.3;7.3
"2008-10-20 12:00:00";12.9;1;90;110;37.5;1017;5.1;30;30.5;23.5;20;89;2.1;6.9
"2008-10-20 09:00:00";12.4;1;60;80;37.5;1015;0.2;25.5;30.5;23.5;15;98;2.3;5.3
"2008-10-20 06:00:00";12.4;0;80;70;37.5;1013;0;24;30.5;23.5;15;99;2.1;5.8
"2008-10-20 03:00:00";12.4;0;60;60;37.5;1014;0;24;30.5;23.5;15;99;2.5;4.3
"2008-10-20 00:00:00";12.5;0;90;70;37.5;1015;0;24;30.5;24;15;99;1.3;6.2
"2008-10-19 21:00:00";12.6;0;70;90;37.5;1013;2;25.5;30.5;24;15;98;2.3;7.3
"2008-10-19 18:00:00";12.9;1;60;90;37.5;1013;8.5;28.5;30.5;24;20;92;3.4;8.4
"2008-10-19 15:00:00";12.7;1;40;80;37.5;1014;9.4;29.5;31;24;20;81;3.4;7.3
"2008-10-19 12:00:00";12.9;1;80;80;37.5;1016;3.2;28;31;24;15;90;3.1;6.6
"2008-10-19 09:00:00";12.4;1;60;70;37.5;1013;0.1;24.5;31;24;15;99;1.5;3.9
"2008-10-19 06:00:00";12.4;0;80;60;37.5;1012;0;24;31;23;15;99;2;5.6
"2008-10-19 03:00:00";12.5;0;90;80;37.5;1012;0;24.5;31;23;15;99;1.6;5.6
"2008-10-19 00:00:00";12.5;0;70;80;37.5;1013;0;25;31;23;15;99;2.6;6.6
"2008-10-18 21:00:00";12.5;0;80;80;37.5;1011;1.6;25;31;23;15;99;2.8;6.7
"2008-10-18 18:00:00";12.8;1;80;100;37.5;1012;6.6;28;31;23;20;98;2.4;6.5
"2008-10-18 15:00:00";12.9;1;160;100;37.5;1014;9.8;29.5;31;23;20;83;2.3;6.2
"2008-10-18 12:00:00";13;1;80;290;37.5;1015;3.7;29;31;23;20;91;1.8;4.5
"2008-10-18 09:00:00";12.4;1;80;80;37.5;1013;0.2;25;31;21.5;15;98;1.3;5.2
"2008-10-18 06:00:00";12.4;0;80;80;37.5;1012;0;23.5;31;19.5;15;98;2.4;6
"2008-10-18 03:00:00";12.4;0;70;90;37.5;1013;0;24;31;19.5;15;98;1.8;5.3
"2008-10-18 00:00:00";12.5;0;80;80;37.5;1014;0;24.5;31;19.5;15;98;2.7;5.6
"2008-10-17 21:00:00";12.5;0;80;90;37.5;1012;1.7;25;31;19.5;15;98;2.6;6.4
"2008-10-17 18:00:00";12.9;0;70;100;37.5;1011;7.5;28.5;31;19.5;20;86;2.5;7.1
"2008-10-17 15:00:00";12.4;0;60;60;37.5;1012;0;20;30;20;10;100;0.8;2.5
"2008-10-17 12:00:00";"NA";"NA";"NA";60;37.5;1013;0;22;"NA";"NA";"NA";99;1.9;"NA"
"2008-10-17 09:00:00";"NA";"NA";"NA";60;37.5;1014;0;23.5;"NA";"NA";"NA";99;1.8;"NA"
"2008-10-17 06:00:00";12.4;0;60;60;37.5;1012;0;20;30;20;10;100;0.8;2.5
"2008-10-17 03:00:00";12.4;0;70;60;37.5;1013;0;22;30;22;10;99;1.9;5.1
"2008-10-17 00:00:00";12.5;0;80;60;37.5;1014;0;23.5;30;22;15;99;1.8;4.8
"2008-10-16 21:00:00";12.5;0;80;80;37.5;1013;1.5;24.5;30;22;15;98;2.3;6.4
"2008-10-16 18:00:00";12.9;1;90;80;37.5;1013;8;28;30;22;15;82;3.3;6.6
"2008-10-16 15:00:00";11.1;0;320;110;342.5;1015;11.7;29.5;30;22;0;61;1;"NA"
"2008-10-16 12:00:00";12.9;1;60;110;37.5;1016;4.9;29;30.5;22;20;79;2.4;5.7
"2008-10-16 09:00:00";12.4;1;80;30;37.5;1015;0.2;24;30.5;22;15;99;0.9;3.4
"2008-10-16 06:00:00";12.4;0;80;80;37.5;1013;0;24;30.5;22;10;99;1.5;3.4
"2008-10-16 03:00:00";12.4;0;70;80;37.5;1014;0;23;30.5;22.5;10;99;1.5;4.4
"2008-10-16 00:00:00";12.5;0;80;70;37.5;1015;0;23.5;30.5;22.5;15;"NA";1.8;4.3
"2008-10-15 21:00:00";"NA";"NA";"NA";110;37.5;1014;1.7;24.5;"NA";"NA";"NA";99;1.1;"NA"
"2008-10-15 18:00:00";12.9;1;70;60;37.5;1013;7.9;28;30.5;22.5;20;96;2.1;6.2
"2008-10-15 15:00:00";12.8;1;80;110;37.5;1015;7.8;29.5;30.5;22.5;20;84;2.3;6.3
"2008-10-15 12:00:00";12.9;1;150;140;37.5;1016;3.4;28;29.5;22.5;15;98;1.8;6.5
"2008-10-15 09:00:00";12.4;1;160;130;37.5;1014;0.1;24.5;29.5;22.5;15;99;1.4;5.3
"2008-10-15 06:00:00";12.4;0;70;110;37.5;1012;0;24;29.5;22;10;99;1.3;6.3
"2008-10-15 03:00:00";12.3;0;50;100;37.5;1013;0;24;29.5;21.5;15;99;2.4;7.1
"2008-10-15 00:00:00";12.5;0;150;140;37.5;1014;0;24.5;29.5;21.5;15;98;1.5;5.3
"2008-10-14 21:00:00";12.5;0;160;140;37.5;1013;1.5;24.5;29.5;21.5;15;99;2.1;6.2
"2008-10-14 18:00:00";12.8;1;120;130;37.75;1012;7.7;28;29.5;21.5;15;90;1.9;6.1
"2008-10-14 15:00:00";12.8;1;140;280;37.5;1014;9.3;29;29.5;21.5;15;88;1.9;7.3
"2008-10-14 12:00:00";13.1;1;80;120;37.5;1015;1.7;25;29.5;21.5;15;99;2;6.9
"2008-10-14 09:00:00";12.4;0;80;90;31.25;1012;0;23;29.5;21.5;10;100;2.8;6.4
"2008-10-14 06:00:00";12.4;0;80;90;31.25;1012;0;23;29.5;21.5;10;100;2.8;6.4
"2008-10-14 03:00:00";12.4;0;150;40;29.75;1014;0;24;29.5;22;15;99;1.6;5.9
"2008-10-14 00:00:00";12.5;0;160;360;29.25;1015;0;24;29.5;22;15;99;1.2;6.2
"2008-10-13 21:00:00";12.5;0;150;140;29.25;1013;1.2;24.5;29.5;22;15;99;1.5;5.8
"2008-10-13 18:00:00";12.9;0;130;130;29.25;1013;5.5;27.5;29.5;22;15;98;2.2;6.8
"2008-10-13 15:00:00";12.9;1;150;130;29.25;1015;9.6;28.5;30.5;22;20;98;2.5;3.9
"2008-10-13 12:00:00";13;1;150;150;29.25;1017;3.3;28.5;30.5;22;15;92;1.8;6.1
"2008-10-13 09:00:00";12.4;1;70;350;29.25;1015;0;23.5;30.5;22;10;99;1;5.8
"2008-10-13 06:00:00";12.4;0;150;120;28;1013;0;22.5;30.5;22;10;100;1.2;7.1
"2008-10-13 03:00:00";12;0;160;150;22.5;1015;0;24.5;30.5;22.5;15;99;2.9;6.2
"2008-10-13 00:00:00";12.5;0;180;140;22.5;1016;0;24.5;30.5;22.5;15;98;1.4;4.8
"2008-10-12 21:00:00";12.5;0;100;180;22.5;1014;1.6;24;30.5;22;15;98;1.4;5.1
"2008-10-12 18:00:00";13;0;140;120;22.5;1013;7.3;28.5;30.5;21.5;15;95;2;6.9
"2008-10-12 15:00:00";13;1;150;210;22.5;1015;6.6;29;30.5;21.5;15;97;2;4.9
"2008-10-12 12:00:00";13;1;160;170;21.5;1017;2.4;24.5;30.5;21.5;15;99;2;7.5
"2008-10-12 09:00:00";12.4;1;160;150;21.5;1014;0.1;24;30.5;21.5;10;98;1.4;5.3
"2008-10-12 06:00:00";12.4;0;140;130;21.5;1013;0;23;30.5;20.5;10;98;1.6;5.4
"2008-10-12 03:00:00";12.4;0;160;240;21.5;1014;0;23.5;30.5;20.5;10;99;1.8;5.9
"2008-10-12 00:00:00";12.5;0;80;80;21.25;1016;0;23.5;30.5;20.5;10;99;1.2;5.6
"2008-10-11 21:00:00";12.5;0;80;70;21.25;1014;0.5;22.5;30.5;20.5;15;98;3.1;8.6
"2008-10-11 18:00:00";12.9;1;140;140;18.25;1013;6.7;28;30.5;20.5;15;82;2.7;6.4
"2008-10-11 15:00:00";12.8;1;80;110;18.25;1014;9.8;29.5;30.5;20.5;20;77;2.9;6.2
"2008-10-11 12:00:00";13;1;130;110;18.25;1016;4.2;28;30.5;20.5;15;85;1.8;5.4
"2008-10-11 09:00:00";12.4;1;150;110;18.25;1014;0;21.5;30.5;20.5;10;100;0.7;6.4
"2008-10-11 06:00:00";12.4;0;140;330;16;1012;0;24;30.5;21;10;98;1.2;5.4
"2008-10-11 03:00:00";12.5;0;150;280;16;1014;0;23.5;30.5;21;10;98;1.6;6.1
"2008-10-11 00:00:00";12.5;0;150;140;16;1015;0;23;30.5;21;10;99;1.8;5
"2008-10-10 21:00:00";12.6;0;160;150;15.75;1014;2;24;30.5;21;15;98;1.8;6.8
"2008-10-10 18:00:00";13;1;170;140;15.75;1013;7.4;27;30.5;21;15;83;2.5;8.2
"2008-10-10 15:00:00";12.8;1;150;150;15.75;1015;9.7;28.5;30;21;15;74;3.2;7.6
"2008-10-10 12:00:00";13;1;160;160;15.75;1016;4.3;27;30;21;15;95;3;8.1
"2008-10-10 09:00:00";12.4;1;120;160;15.75;1014;0.1;23.5;30;21;10;99;1.8;6.2
"2008-10-10 06:00:00";12.4;0;140;300;15.25;1013;0;22;30;21.5;10;100;1.3;6.3
"2008-10-10 03:00:00";12.5;0;150;150;13.75;1015;0;23;30;21.5;10;99;1;6.5
"2008-10-10 00:00:00";12.5;0;150;150;13.75;1016;0;23.5;30;21;10;99;2.6;6.7
"2008-10-09 21:00:00";12.6;0;210;150;13.25;1014;1.1;24;30;21;15;98;1.8;7.3
"2008-10-09 18:00:00";11.8;0;100;180;29;1014;6.3;26;22.5;37;35;41;0.5;"NA"
"2008-10-09 15:00:00";"NA";"NA";"NA";"NA";45.25;1015;4.1;29;"NA";"NA";"NA";42;9.7;"NA"
"2008-10-09 12:00:00";13;1;70;50;13.25;1017;3.1;27;30;21;15;98;2;7.6
"2008-10-09 09:00:00";12.4;1;160;70;13;1015;0;22;30;21;10;100;1.3;6.1
"2008-10-09 06:00:00";12.4;0;140;90;10.75;1014;0;21.5;30;21;10;100;1;5.9
"2008-10-09 03:00:00";12.5;0;140;290;8.5;1015;0;22;30;21;10;100;0.8;5.2
"2008-10-09 00:00:00";12.5;0;140;180;6.25;1016;0;23.5;30;21.5;10;99;1.1;4.5
"2008-10-08 21:00:00";12.6;0;80;120;6.25;1014;2.1;24.5;30;21.5;15;98;1.3;5.4
"2008-10-08 18:00:00";12.9;1;60;100;6.25;1013;7.6;29;30;21.5;15;77;2.6;6.9
"2008-10-08 15:00:00";13;1;90;350;6.25;1015;4.7;27.5;28.5;21.5;15;95;1.5;8.6
"2008-10-08 12:00:00";12.9;1;140;50;6.25;1017;2.6;23.5;29;21.5;15;100;1.2;6.9
"2008-10-08 09:00:00";12.4;1;140;160;4;1015;0;22;29;22;10;100;2.3;8
"2008-10-08 06:00:00";12.4;0;170;140;4;1014;0;23.5;29;21.5;10;98;2.3;5.9
"2008-10-08 03:00:00";12.5;0;130;140;4;1015;0;24;29;21.5;10;98;2.1;5.3
"2008-10-08 00:00:00";12.5;0;160;140;4;1017;0;23.5;29;21.5;15;98;2.9;6.2
"2008-10-07 21:00:00";12.6;0;140;110;4;1016;1.7;24;29;21.5;15;99;1.1;5.3
"2008-10-07 18:00:00";13;1;200;190;4;1015;7.3;27;29;21.5;15;98;3.6;7.9
"2008-10-07 15:00:00";12.8;1;170;170;4;1017;7.8;28.5;30.5;21.5;15;91;3.2;9
"2008-10-07 12:00:00";12.9;1;150;140;4;1018;4.5;29;30.5;21.5;15;85;2.2;6.2
"2008-10-07 09:00:00";12.4;1;150;80;3.75;1016;0.1;22.5;30.5;21.5;10;100;0.9;5
"2008-10-07 06:00:00";12.4;0;70;110;1;1014;0;24;30.5;20;10;98;1.2;4.8
"2008-10-07 03:00:00";12.5;0;70;90;1;1015;0;24;30.5;20;10;99;1.1;4.9
"2008-10-07 00:00:00";12.5;0;70;250;1;1016;0;24;30.5;20;10;99;1.3;5.9
"2008-10-06 21:00:00";"NA";"NA";"NA";110;1;1014;1.8;25;"NA";"NA";"NA";98;1.5;"NA"
"2008-10-06 18:00:00";12.9;1;80;100;1;1013;8.1;28.5;30.5;20;15;90;2.8;7.6
"2008-10-06 15:00:00";12.8;1;90;70;1;1014;9.2;28.5;30.5;20;15;89;4.2;7.9
"2008-10-06 12:00:00";13;1;50;70;1;1015;4;28;30.5;20;15;88;3.5;7.1
"2008-10-06 09:00:00";12.4;1;60;320;1;1014;0.1;21.5;30.5;20;10;100;0.4;2.4
"2008-10-06 06:00:00";12.4;0;50;50;1;1012;0;23;30.5;23;10;99;1.5;5.6
"2008-10-06 03:00:00";12.5;0;70;70;1;1013;0;24;30.5;23;10;99;2.4;6.3
"2008-10-06 00:00:00";12.5;0;80;80;1;1014;0;24.5;30.5;23;15;99;2.8;6.2
"2008-10-05 21:00:00";12.6;0;80;80;1;1012;1.8;25;30.5;23;15;99;1.6;6.6
"2008-10-05 18:00:00";13;1;90;90;1;1012;8;28.5;30.5;23;15;91;3.1;7.9
"2008-10-05 15:00:00";12.8;1;50;80;1;1013;9.4;30;30.5;23;15;81;2.7;8.8
"2008-10-05 12:00:00";12.9;1;80;70;1;1015;3.9;28;30.5;23;15;96;3.5;7
"2008-10-05 09:00:00";12.4;1;80;70;1;1013;0.1;24.5;30.5;23;10;98;1.9;5
"2008-10-05 06:00:00";12.5;0;90;80;1;1012;0;23.5;30.5;23.5;10;99;1.8;5.2
"2008-10-05 03:00:00";12.5;0;60;70;1;1012;0;24;30.5;24;10;99;1.9;4.9
"2008-10-05 00:00:00";12.5;0;70;80;1;1013;0;24.5;30.5;24;10;99;2.1;5.8
"2008-10-04 21:00:00";12.6;0;80;80;1;1012;1.6;25;30.5;24;15;99;2.4;6.4
"2008-10-04 18:00:00";13;0;80;300;1;1012;7.5;28;30.5;24;15;98;2.4;6.7
"2008-10-04 15:00:00";12.9;1;80;350;1;1014;7.9;30;30.5;24;20;85;2.1;7.9
"2008-10-04 12:00:00";12.9;1;90;90;0.75;1016;4.4;28;30;24;15;95;2.3;7.3
"2008-10-04 09:00:00";12.4;1;70;80;0.75;1014;0.1;24.5;30;24;10;98;2.6;6.6
"2008-10-04 06:00:00";12.4;0;70;80;0.75;1012;0;24;30;23.5;10;99;2.6;5.9
"2008-10-04 03:00:00";12.5;0;80;80;0.75;1013;0;24;30;23.5;10;99;2.3;6.7
"2008-10-04 00:00:00";12.5;0;70;80;0.75;1014;0;25;30;23;15;99;2.9;7.5
"2008-10-03 21:00:00";12.6;0;70;70;0.75;1012;1.7;25;30;23;15;99;4;8.5
"2008-10-03 18:00:00";12.8;1;70;240;0.75;1012;5.9;28;30;23;15;98;3.5;8
"2008-10-03 15:00:00";12.9;1;90;340;0.75;1013;7;29;31;23;15;92;4.1;7.7
"2008-10-03 12:00:00";12.8;1;80;80;0.75;1014;2.4;27;31;23;15;98;3.1;7
"2008-10-03 09:00:00";12.4;1;80;30;0.75;1012;0.1;24;31;22;10;99;1.1;4.5
"2008-10-03 06:00:00";12.5;0;70;80;0.75;1011;0;23.5;31;21;10;100;2.6;6.2
"2008-10-03 03:00:00";12.5;0;90;70;0.75;1013;0;23.5;31;21;10;100;1.2;4
"2008-10-03 00:00:00";12.5;0;50;80;0.75;1013;0;23.5;31;21;10;100;1;6.7
"2008-10-02 21:00:00";12.6;0;80;80;0.5;1011;1.9;25;31;21;15;98;2.1;7.2
"2008-10-02 18:00:00";13;1;80;80;0.5;1011;7.8;28;31;21;15;98;4;7.9
"2008-10-02 15:00:00";12.9;1;40;110;0.5;1012;7.3;29.5;31;21;20;81;2.2;6.5
"2008-10-02 12:00:00";13;1;80;70;0.5;1013;4.2;27.5;30;21;15;86;3.4;6.2
"2008-10-02 09:00:00";12.4;1;20;40;0.5;1012;0.1;22;30;21;10;100;0.4;1.8
"2008-10-02 06:00:00";12.4;0;70;330;0.5;1011;0;21.5;30;21.5;10;100;0.5;3.3
"2008-10-02 03:00:00";12.5;0;50;70;0.5;1012;0;23.5;30;23.5;10;99;1.6;6.5
"2008-10-02 00:00:00";12.5;0;70;70;0.5;1013;0;24.5;30;23.5;10;99;2.7;6.9
"2008-10-01 21:00:00";13.1;0;110;"NA";170.5;1012;5.2;25;30;23.5;25;98;10.6;16.3
"2008-10-01 18:00:00";13;1;50;70;0.5;1012;6.8;28;30;23.5;15;97;3.9;7.4
"2008-10-01 15:00:00";12.8;1;70;70;0.5;1013;8.2;28.5;30.5;23.5;15;95;3.9;7.6
"2008-10-01 12:00:00";12.8;1;90;80;0.25;1015;3.6;26.5;30.5;23.5;15;98;3.3;8.2
"2008-10-01 09:00:00";12.4;1;80;80;0;1013;0;24.5;30.5;23.5;10;100;1.4;3.9
"2008-10-01 06:00:00";12.4;0;80;100;0;1012;0;24;30.5;24;10;100;0.8;3.4
"2008-10-01 03:00:00";12.5;0;110;340;0;1013;0;24.5;30.5;24;10;100;0.9;2.9
"2008-10-01 00:00:00";12.5;0;160;180;36.25;1014;0;24;30.5;24;10;100;0.7;3.8
"2008-09-30 21:00:00";"NA";"NA";"NA";130;36.25;1014;1.5;25;"NA";"NA";"NA";99;0.8;"NA"
"2008-09-30 18:00:00";13;1;160;150;36.25;1014;6.2;28;30.5;24;15;98;2.6;6.4
"2008-09-30 15:00:00";12.9;1;70;110;36.25;1016;8.9;29.5;30.5;24;20;98;2.4;6.1
"2008-09-30 12:00:00";13;1;60;180;36.25;1017;3.6;28.5;30.5;24;15;98;2;6.3
"2008-09-30 09:00:00";12.4;1;150;270;36.25;1015;0;24.5;30.5;21;10;100;0.7;2.6
"2008-09-30 06:00:00";12.4;0;150;290;36.25;1014;0;25;30.5;19.5;10;100;0.8;3.4
"2008-09-30 03:00:00";12.5;0;90;220;36.25;1015;0;25;30.5;19.5;10;100;0.7;4.2
"2008-09-30 00:00:00";12.5;0;90;60;36.25;1015;0;25;30.5;19.5;15;100;1.2;5.1
"2008-09-29 21:00:00";12.5;0;160;130;36.25;1013;1.3;25.5;30.5;19.5;15;100;1.4;5.2
"2008-09-29 18:00:00";12.7;1;160;300;36.25;1012;5.1;27;30.5;19.5;15;99;2;6.4
"2008-09-29 15:00:00";12.8;1;180;170;36.25;1014;6.8;27.5;30.5;19.5;15;98;3.5;5.9
"2008-09-29 12:00:00";13;1;80;100;36.25;1015;3.2;29;29.5;19.5;15;94;1.6;4.2
"2008-09-29 09:00:00";12.4;1;20;300;36.25;1013;0.1;20.5;29.5;19.5;10;100;0.4;1.5
"2008-09-29 06:00:00";12.4;0;60;50;36.25;1011;0;21;29.5;20.5;10;100;0.6;3.6
"2008-09-29 03:00:00";12.4;0;80;50;36.25;1013;0;23.5;29.5;20.5;10;99;2.6;6.1
"2008-09-29 00:00:00";12.5;0;60;70;36.25;1013;0;24;29.5;20.5;10;99;3.6;6.9
"2008-09-28 21:00:00";12.4;0;80;80;36.25;1012;1.9;24;29.5;20.5;15;99;1.9;7.6
